iter	Passed	Remaining
3003	23246	11576
3004	23257	11570
3005	23269	11565
3006	23277	11557
3007	23285	11549
3008	23293	11542
3009	23301	11534
3010	23309	11526
3011	23317	11519
3012	23324	11511
3013	23332	11503
3014	23340	11496
3015	23348	11488
3016	23355	11480
3017	23365	11473
3018	23376	11467
3019	23387	11461
3020	23396	11454
3021	23404	11446
3022	23410	11438
3023	23417	11430
3024	23424	11421
3025	23430	11413
3026	23437	11404
3027	23443	11396
3028	23449	11388
3029	23456	11379
3030	23462	11371
3031	23470	11363
3032	23476	11355
3033	23482	11346
3034	23489	11338
3035	23497	11331
3036	23504	11322
3037	23510	11314
3038	23517	11306
3039	23525	11298
3040	23532	11290
3041	23539	11282
3042	23546	11274
3043	23553	11265
3044	23559	11257
3045	23566	11249
3046	23573	11241
3047	23580	11233
3048	23586	11224
3049	23592	11216
3050	23600	11208
3051	23607	11200
3052	23613	11192
3053	23620	11183
3054	23626	11175
3055	23632	11166
3056	23639	11158
3057	23645	11150
3058	23652	11142
3059	23658	11133
3060	23665	11125
3061	23672	11117
3062	23679	11109
3063	23686	11101
3064	23694	11093
3065	23703	11086
3066	23710	11078
3067	23717	11070
3068	23725	11062
3069	23733	11055
3070	23740	11046
3071	23748	11039
3072	23755	11031
3073	23762	11023
3074	23769	11015
3075	23776	11007
3076	23783	10998
3077	23789	10990
3078	23796	10982
3079	23803	10974
3080	23810	10966
3081	23817	10958
3082	23824	10950
3083	23830	10941
3084	23838	10934
3085	23845	10926
3086	23852	10918
3087	23860	10910
3088	23867	10902
3089	23873	10893
3090	23882	10886
3091	23889	10878
3092	23896	10870
3093	23903	10862
3094	23911	10854
3095	23918	10846
3096	23926	10839
3097	23932	10830
3098	23939	10822
3099	23946	10814
3100	23953	10806
3101	23960	10798
3102	23967	10790
3103	23975	10782
3104	23981	10774
3105	23987	10765
3106	23994	10757
3107	24001	10749
3108	24009	10742
3109	24017	10734
3110	24024	10726
3111	24032	10718
3112	24039	10710
3113	24047	10703
3114	24053	10694
3115	24062	10687
3116	24069	10679
3117	24076	10671
3118	24084	10663
3119	24091	10655
3120	24098	10647
3121	24106	10640
3122	24114	10632
3123	24123	10625
3124	24129	10617
3125	24137	10609
3126	24145	10601
3127	24153	10594
3128	24161	10586
3129	24168	10578
3130	24175	10570
3131	24182	10562
3132	24189	10554
3133	24195	10546
3134	24202	10537
3135	24209	10529
3136	24216	10521
3137	24223	10513
3138	24230	10505
3139	24236	10497
3140	24242	10488
3141	24249	10481
3142	24257	10473
3143	24265	10465
3144	24272	10457
3145	24279	10449
3146	24287	10441
3147	24293	10433
3148	24300	10425
3149	24307	10417
3150	24313	10409
3151	24321	10401
3152	24327	10393
3153	24335	10385
3154	24342	10377
3155	24350	10369
3156	24357	10361
3157	24366	10354
3158	24373	10346
3159	24381	10338
3160	24387	10330
3161	24394	10322
3162	24401	10314
3163	24407	10306
3164	24414	10297
3165	24421	10289
3166	24428	10281
3167	24434	10273
3168	24441	10265
3169	24447	10257
3170	24454	10249
3171	24460	10240
3172	24467	10232
3173	24476	10225
3174	24484	10217
3175	24490	10209
3176	24496	10201
3177	24503	10192
3178	24509	10184
3179	24516	10176
3180	24522	10168
3181	24529	10160
3182	24535	10151
3183	24541	10143
3184	24548	10135
3185	24554	10126
3186	24560	10118
3187	24567	10110
3188	24573	10102
3189	24579	10093
3190	24585	10085
3191	24592	10077
3192	24599	10069
3193	24606	10061
3194	24613	10053
3195	24619	10044
3196	24625	10036
3197	24632	10028
3198	24638	10020
3199	24644	10011
3200	24650	10003
3201	24658	9995
3202	24664	9987
3203	24671	9979
3204	24678	9971
3205	24684	9963
3206	24690	9954
3207	24697	9946
3208	24703	9938
3209	24711	9930
3210	24717	9922
3211	24723	9913
3212	24730	9905
3213	24736	9897
3214	24742	9889
3215	24749	9881
3216	24756	9873
3217	24764	9865
3218	24770	9857
3219	24777	9849
3220	24783	9840
3221	24790	9832
3222	24796	9824
3223	24802	9816
3224	24808	9807
3225	24815	9799
3226	24821	9791
3227	24828	9783
3228	24834	9775
3229	24840	9767
3230	24847	9759
3231	24854	9751
3232	24861	9742
3233	24867	9734
3234	24874	9726
3235	24881	9718
3236	24888	9710
3237	24895	9702
3238	24901	9694
3239	24907	9686
3240	24913	9677
3241	24919	9669
3242	24926	9661
3243	24932	9653
3244	24939	9645
3245	24946	9637
3246	24952	9629
3247	24960	9621
3248	24966	9613
3249	24972	9604
3250	24978	9596
3251	24985	9588
3252	24992	9580
3253	24998	9572
3254	25005	9564
3255	25012	9556
3256	25018	9548
3257	25024	9539
3258	25031	9531
3259	25037	9523
3260	25044	9515
3261	25051	9507
3262	25057	9499
3263	25063	9491
3264	25069	9482
3265	25076	9474
3266	25083	9466
3267	25090	9458
3268	25097	9450
3269	25103	9442
3270	25110	9434
3271	25116	9426
3272	25124	9418
3273	25130	9410
3274	25136	9402
3275	25143	9394
3276	25149	9386
3277	25156	9378
3278	25162	9369
3279	25169	9361
3280	25175	9353
3281	25182	9345
3282	25188	9337
3283	25194	9329
3284	25196	9319
3285	25202	9311
3286	25208	9302
3287	25214	9294
3288	25221	9286
3289	25227	9278
3290	25234	9270
3291	25241	9262
3292	25249	9254
3293	25255	9246
3294	25262	9238
3295	25269	9230
3296	25275	9222
3297	25282	9214
3298	25289	9206
3299	25296	9198
3300	25303	9190
3301	25309	9182
3302	25315	9174
3303	25322	9166
3304	25329	9158
3305	25335	9150
3306	25342	9142
3307	25348	9134
3308	25355	9126
3309	25362	9118
3310	25370	9110
3311	25377	9102
3312	25385	9095
3313	25391	9087
3314	25397	9078
3315	25404	9070
3316	25412	9063
3317	25418	9055
3318	25425	9047
3319	25431	9038
3320	25438	9031
3321	25445	9023
3322	25453	9015
3323	25462	9008
3324	25469	9000
3325	25475	8992
3326	25482	8984
3327	25488	8976
3328	25495	8968
3329	25501	8959
3330	25507	8951
3331	25515	8944
3332	25521	8936
3333	25527	8927
3334	25534	8919
3335	25541	8912
3336	25548	8904
3337	25555	8896
3338	25561	8887
3339	25568	8880
3340	25575	8872
3341	25582	8864
3342	25588	8856
3343	25596	8848
3344	25602	8840
3345	25609	8832
3346	25616	8824
3347	25623	8816
3348	25631	8809
3349	25637	8801
3350	25644	8792
3351	25650	8784
3352	25657	8777
3353	25665	8769
3354	25671	8761
3355	25677	8753
3356	25683	8744
3357	25691	8737
3358	25697	8729
3359	25703	8720
3360	25711	8713
3361	25718	8705
3362	25724	8697
3363	25732	8689
3364	25741	8682
3365	25748	8674
3366	25754	8666
3367	25760	8658
3368	25766	8650
3369	25773	8642
3370	25780	8634
3371	25787	8626
3372	25793	8618
3373	25800	8610
3374	25806	8602
3375	25813	8594
3376	25820	8586
3377	25827	8578
3378	25833	8570
3379	25840	8562
3380	25850	8555
3381	25859	8548
3382	25867	8540
3383	25873	8532
3384	25882	8525
3385	25889	8517
3386	25896	8509
3387	25904	8502
3388	25912	8494
3389	25921	8487
3390	25930	8480
3391	25939	8473
3392	25948	8465
3393	25956	8458
3394	25964	8451
3395	25972	8443
3396	25981	8436
3397	25988	8428
3398	25995	8420
3399	26002	8412
3400	26008	8404
3401	26014	8396
3402	26020	8388
3403	26027	8380
3404	26034	8372
3405	26041	8364
3406	26047	8356
3407	26053	8348
3408	26059	8339
3409	26065	8331
3410	26072	8324
3411	26079	8316
3412	26087	8308
3413	26094	8300
3414	26102	8293
3415	26108	8285
3416	26116	8277
3417	26124	8269
3418	26131	8262
3419	26138	8254
3420	26144	8246
3421	26152	8238
3422	26159	8230
3423	26166	8223
3424	26175	8215
3425	26182	8207
3426	26189	8200
3427	26196	8192
3428	26203	8184
3429	26212	8177
3430	26223	8170
3431	26232	8163
3432	26240	8155
3433	26248	8148
3434	26254	8140
3435	26261	8132
3436	26267	8124
3437	26273	8115
3438	26280	8107
3439	26287	8100
3440	26294	8092
3441	26300	8084
3442	26307	8076
3443	26314	8068
3444	26323	8061
3445	26331	8053
3446	26339	8046
3447	26346	8038
3448	26353	8030
3449	26360	8022
3450	26365	8014
3451	26374	8007
3452	26382	7999
3453	26389	7991
3454	26395	7983
3455	26402	7975
3456	26409	7967
3457	26416	7960
3458	26423	7952
3459	26431	7944
3460	26438	7936
3461	26449	7930
3462	26456	7922
3463	26463	7914
3464	26477	7908
3465	26490	7902
3466	26499	7895
3467	26507	7887
3468	26513	7880
3469	26520	7872
3470	26527	7864
3471	26536	7856
3472	26543	7849
3473	26551	7841
3474	26557	7833
3475	26565	7825
3476	26571	7817
3477	26578	7810
3478	26584	7802
3479	26591	7794
3480	26597	7786
3481	26604	7778
3482	26611	7770
3483	26618	7762
3484	26624	7754
3485	26631	7746
3486	26637	7738
3487	26644	7730
3488	26651	7722
3489	26657	7714
3490	26664	7706
3491	26670	7698
3492	26677	7690
3493	26684	7683
3494	26692	7675
3495	26698	7667
3496	26705	7659
3497	26711	7651
3498	26717	7643
3499	26725	7635
3500	26732	7628
3501	26739	7620
3502	26745	7612
3503	26751	7604
3504	26758	7596
3505	26765	7588
3506	26772	7580
3507	26781	7573
3508	26788	7565
3509	26795	7557
3510	26801	7549
3511	26808	7541
3512	26815	7534
3513	26821	7525
3514	26828	7517
3515	26834	7509
3516	26840	7502
3517	26847	7494
3518	26854	7486
3519	26860	7478
3520	26868	7470
3521	26874	7462
3522	26882	7455
3523	26889	7447
3524	26898	7439
3525	26907	7432
3526	26915	7425
3527	26927	7418
3528	26939	7412
